Fund Custody Code;External Fund Identifier;Fund Name;Trade Date;Value Date;IBAN;Account Type;Currency;Amount;Reversal Flag;Transaction Type;Transaction ID
627;DB8814Z9173803;CHALLENGE PACIFIC EQUITY;30112015;1122015;EMEM ME28 8882 8828 8828 2000;CABR;HKD;-52800;N;SE;000627SEA1617000
627;DB8814Z9173803;CHALLENGE PACIFIC EQUITY;30112015;1122015;EMEM ME22 8882 8828 8828 2200;CABR;JPY;-2100000;N;SE;000627SEA1616000
1506;DB3789Z9173803;CHALLENGE CYCLICAL FD;30112015;30112015;EMEM ME88 8888 8200 8282 2800;CABR;EUR;-81.73;N;S1
1506;DB3789Z9173803;CHALLENGE CYCLICAL FD;30112015;30112015;EMEM ME82 8888 8200 8282 8800;CABR;CAD;11.9;N;S2
16238;DB3015Z5935948;GLOBAL HIGH YIELD 11;30112015;30112015;EMEM ME88 8888 8800 8282 8800;CABR;USD;4.69;N;S2
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME88 8888 8288 2822 2200;CABR;CHF;-0.03;N;S1
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME82 8888 8288 2820 2800;CABR;GBP;35.67;N;S2
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME88 8888 8288 2822 2800;CABR;USD;0.92;N;S2
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME82 8888 8288 2822 2800;CABR;NOK;71.82;N;S2
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME82 8888 8288 2822 2800;CABR;DKK;-335.9;N;S1
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME08 8888 8288 2820 2200;CABR;SEK;-21.37;N;S1
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME82 8888 8288 2822 8800;CABR;AUD;0.81;N;S2
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME20 8888 8288 2828 8200;CABR;ZAR;0.15;N;S2
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME80 8888 8288 2828 2800;CABR;EUR;-457.95;N;S1
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME28 8888 8288 2828 8200;CABR;CAD;1.52;N;S2
2228;LU4136Z5963527;GAMAX FUNDS JUNIOR;30112015;30112015;EMEM ME80 8888 8288 2822 2800;CABR;JPY;-33269;N;S1
2229;LU4133Z5963527;GAMAX FUNDS - ASIA PACIFIC;30112015;30112015;EMEM ME02 8888 8288 2802 2800;CABR;EUR;-233.17;N;S1
2229;LU4133Z5963527;GAMAX FUNDS - ASIA PACIFIC;30112015;30112015;EMEM ME02 8888 8288 2802 2200;CABR;AUD;0.24;N;S2
2229;LU4133Z5963527;GAMAX FUNDS - ASIA PACIFIC;30112015;30112015;EMEM ME28 8888 8288 2808 8000;CABR;JPY;-11760;N;S1;
1498;DB3896Z8714205;CHALLENGE GERMAN EQUITY;30112015;30112015;EMEM ME20 8882 8200 8822 8200;CABR;EUR;-3724.46;N;S1;
628;DB8815Z8997924;CHALLENGE ITALIAN EQUITY;30112015;30112015;EMEM ME82 8882 8828 8882 2200;CABR;USD;0.06;N;S2;
628;DB8815Z8997924;CHALLENGE ITALIAN EQUITY;30112015;30112015;EMEM ME22 8882 8828 8882 8800;CABR;EUR;-3856.94;N;S1;
16415;DB3787Z5934375;CHALLENGE FINANCIAL EQUITY FUND 4;30112015;30112015;EMEM ME82 8882 2800 8222 8200;CABR;EUR;-170.09;N;S1;
18008;DB6215Z5921873;EQUILIBRIUM 1;30112015;30112015;EMEM ME82 8882 2800 8222 8800;CABR;GBP;6.58;N;S2;
18008;DB6215Z5921873;EQUILIBRIUM 1;30112015;30112015;EMEM ME28 8888 2800 8222 8200;CABR;USD;0.86;N;S2;
18008;DB6215Z5921873;EQUILIBRIUM 1;30112015;30112015;EMEM ME20 8880 2800 8222 8200;CABR;EUR;-458.11;N;S1;
18008;DB6215Z5921873;EQUILIBRIUM 1;30112015;30112015;EMEM ME82 8882 2800 8222 8800;CABR;GBP;-62480;N;SE;018008SE00238000
18008;DB6215Z5921873;EQUILIBRIUM 1;30112015;30112015;EMEM ME28 8888 2800 8222 8200;CABR;USD;29835;N;EE;018008EE00211000
18008;DB6215Z5921873;EQUILIBRIUM 1;30112015;30112015;EMEM ME20 8880 2800 8222 8200;CABR;EUR;-18218.32;N;SE;018008SE00239000
638;DB5199Z9397076;CHALLENGE INT INCOME FD;30112015;30112015;EMEM ME08 8882 8820 2288 2200;CABR;SEK;-5.87;N;S1;
638;DB5199Z9397076;CHALLENGE INT INCOME FD;30112015;30112015;EMEM ME22 8882 8820 2282 2800;CABR;GBP;0.5;N;S2;
638;DB5199Z9397076;CHALLENGE INT INCOME FD;30112015;30112015;EMEM ME88 8882 8820 2282 8000;CABR;JPY;-225;N;S1;
638;DB5199Z9397076;CHALLENGE INT INCOME FD;30112015;30112015;EMEM ME28 8882 8820 2288 2200;CABR;USD;-2.41;N;S1;
638;DB5199Z9397076;CHALLENGE INT INCOME FD;30112015;30112015;EMEM ME22 8882 8820 2282 2200;CABR;CAD;2.47;N;S2;
638;DB5199Z9397076;CHALLENGE INT INCOME FD;30112015;30112015;EMEM ME28 8882 8820 2288 2800;CABR;DKK;-22.71;N;S1;
638;DB5199Z9397076;CHALLENGE INT INCOME FD;30112015;30112015;EMEM ME88 8882 8820 2288 8800;CABR;AUD;-42.95;N;S1;
638;DB5199Z9397076;CHALLENGE INT INCOME FD;30112015;30112015;EMEM ME02 8882 8820 2288 8200;CABR;EUR;-23.9;N;S1;
635;DB8818Z9397076;CHALLENGE EUROPEAN BOND MGR;30112015;30112015;EMEM ME82 8882 8820 2282 2800;CABR;EUR;-19.51;N;S1;
629;DB8816Z9397076;CHALLENGE EMERGING MARKET EQUITY;30112015;30112015;EMEM ME82 8882 8828 8288 2200;CABR;TRY;79.42;N;S2;
629;DB8816Z9397076;CHALLENGE EMERGING MARKET EQUITY;30112015;30112015;EMEM ME20 8882 8828 8288 8200;CABR;ZAR;65058.53;N;S2;
629;DB8816Z9397076;CHALLENGE EMERGING MARKET EQUITY;30112015;30112015;EMEM ME88 8882 8828 8282 2200;CABR;USD;0.97;N;S2;
629;DB8816Z9397076;CHALLENGE EMERGING MARKET EQUITY;30112015;30112015;EMEM ME20 8882 8828 8288 2200;CABR;EUR;-9.71;N;S1;
629;DB8816Z9397076;CHALLENGE EMERGING MARKET EQUITY;30112015;30112015;EMEM ME28 8882 8828 8282 2800;CABR;PLN;2.94;N;S2;
629;DB8816Z9397076;CHALLENGE EMERGING MARKET EQUITY;30112015;1122015;EMEM ME20 8882 8828 8288 8200;CABR;ZAR;-180000;N;SE;000629SEA2481000
637;DB8820Z9397076;CHALLENGE EURO INCOME FD;30112015;30112015;EMEM ME88 8882 8820 2208 2800;CABR;EUR;-12.79;N;S1;
1502;DB3890Z9397076;CHALLENGE LIQUIDITY USD BOND FD;30112015;30112015;EMEM ME88 8882 8200 8802 8200;CABR;EUR;-6.55;N;S1;
1502;DB3890Z9397076;CHALLENGE LIQUIDITY USD BOND FD;30112015;30112015;EMEM ME20 8882 8200 8802 2800;CABR;USD;0.03;N;S2;
640;DB8812Z9397076;CHALLENGE NORTH AMERICA;30112015;30112015;EMEM ME22 8888 8820 2820 0000;CABR;USD;1.2;N;S2;
640;DB8812Z9397076;CHALLENGE NORTH AMERICA;30112015;30112015;EMEM ME22 8888 8820 2822 2800;CABR;EUR;-0.44;N;S1;
11461;LU5607Z8787249;MEDIOLANUM SPEC. SICAV-SIF FUND D;30112015;30112015;EMEM ME88 8882 2800 0288 8200;CABR;EUR;-0.26;N;S1;
12865;LU7554Z8787249;MEDIOLANUM SPEC SICAV-SIF EQ INCOME;30112015;30112015;EMEM ME88 8888 8800 8820 2200;CABR;DKK;-5.13;N;S1
12865;LU7554Z8787249;MEDIOLANUM SPEC SICAV-SIF EQ INCOME;30112015;30112015;EMEM ME88 8882 8800 8820 8800;CABR;SEK;-493.13;N;S1
12865;LU7554Z8787249;MEDIOLANUM SPEC SICAV-SIF EQ INCOME;30112015;30112015;EMEM ME88 8888 8800 8820 2200;CABR;GBP;240.15;N;S2
12865;LU7554Z8787249;MEDIOLANUM SPEC SICAV-SIF EQ INCOME;30112015;30112015;EMEM ME82 8888 8800 8820 2200;CABR;CHF;-5.22;N;S1
12865;LU7554Z8787249;MEDIOLANUM SPEC SICAV-SIF EQ INCOME;30112015;30112015;EMEM ME22 8882 8800 8820 2200;CABR;NOK;648.07;N;S2
12865;LU7554Z8787249;MEDIOLANUM SPEC SICAV-SIF EQ INCOME;30112015;30112015;EMEM ME88 8882 8800 8820 2200;CABR;EUR;-458.37;N;S1
1782;DB4221Z5965004;CHALLENGE SPAIN EQUITY FD;30112015;30112015;EMEM ME22 8880 8282 0280 2200;CABR;EUR;-1045.82;N;S1
12536;DB8813Z5965004;CHALLENGE EUROPEAN EQUITY MGR;30112015;30112015;EMEM ME28 8882 8800 8882 8200;CABR;EUR;-702.3;N;S1
12536;DB8813Z5965004;CHALLENGE EUROPEAN EQUITY MGR;30112015;30112015;EMEM ME28 8888 8800 8882 0800;CABR;GBP;0.07;N;S2
17421;DB0833Z5970552;MEDIO PIMCO INFL/14018/CITI/COL OTC;30112015;30112015;EMEM ME28 8882 8800 8222 2200;CABR;EUR;-35.45;N;S1
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME28 8888 8800 8288 8200;CABR;TRY;8.6;N;S2
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME22 8888 8800 8288 2200;CABR;CHF;-0.27;N;S1
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME22 8888 8800 8288 0200;CABR;GBP;0.25;N;S2
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME22 8888 8800 8288 2200;CABR;NOK;2.55;N;S2
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME08 8888 8800 8288 8800;CABR;SEK;-4.88;N;S1
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME28 8888 8800 8288 2200;CABR;USD;0.39;N;S2
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME82 8880 8800 8288 2200;CABR;ZAR;31.52;N;S2
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME28 8882 8800 8288 8800;CABR;CAD;1.26;N;S2
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME82 8888 8800 8288 8200;CABR;JPY;-233;N;S1
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME88 8888 8800 8288 2200;CABR;DKK;-0.9;N;S1
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME20 8882 8800 8288 8200;CABR;EUR;-306.95;N;S1
14018;DB5356Z5970552;MEDIO PIMCO INFLATION STRAT SLTN;30112015;30112015;EMEM ME22 8888 8800 8288 2800;CABR;AUD;1.44;N;S2
